word	nodeType	unit
oily	ADJ	jacobs-ladder-script
goddam	ADJ	jacobs-ladder-script
fucking	ADJ	jacobs-ladder-script
postal	ADJ	jacobs-ladder-script
frightened	ADJ	jacobs-ladder-script
sure	ADJ	jacobs-ladder-script
phenomenal	ADJ	jacobs-ladder-script
brilliant	ADJ	jacobs-ladder-script
near	ADJ	jacobs-ladder-script
short	ADJ	jacobs-ladder-script
few	ADJ	jacobs-ladder-script
deformed	ADJ	jacobs-ladder-script
lone	ADJ	jacobs-ladder-script
rear	ADJ	jacobs-ladder-script
quiet	ADJ	jacobs-ladder-script
afraid	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
heavy	ADJ	jacobs-ladder-script
total	ADJ	jacobs-ladder-script
sudden	ADJ	jacobs-ladder-script
muffled	ADJ	jacobs-ladder-script
alone	ADJ	jacobs-ladder-script
moaning	ADJ	jacobs-ladder-script
sure	ADJ	jacobs-ladder-script
low	ADJ	jacobs-ladder-script
open	ADJ	jacobs-ladder-script
naked	ADJ	jacobs-ladder-script
naked	ADJ	jacobs-ladder-script
bound	ADJ	jacobs-ladder-script
own	ADJ	jacobs-ladder-script
third	ADJ	jacobs-ladder-script
human	ADJ	jacobs-ladder-script
white	ADJ	jacobs-ladder-script
full	ADJ	jacobs-ladder-script
open	ADJ	jacobs-ladder-script
painful	ADJ	jacobs-ladder-script
massive	ADJ	jacobs-ladder-script
public	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
monolithic	ADJ	jacobs-ladder-script
vast	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
impersonal	ADJ	jacobs-ladder-script
tiny	ADJ	jacobs-ladder-script
unsuccessful	ADJ	jacobs-ladder-script
"woman""s"	ADJ	jacobs-ladder-script
sleepy	ADJ	jacobs-ladder-script
pleasant	ADJ	jacobs-ladder-script
happy	ADJ	jacobs-ladder-script
terrycloth	ADJ	jacobs-ladder-script
sleepy	ADJ	jacobs-ladder-script
disheveled	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
obvious	ADJ	jacobs-ladder-script
beefy	ADJ	jacobs-ladder-script
juicy	ADJ	jacobs-ladder-script
sensual	ADJ	jacobs-ladder-script
late	ADJ	jacobs-ladder-script
double	ADJ	jacobs-ladder-script
dense	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
vietnamese	ADJ	jacobs-ladder-script
bloodsoaked	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
left	ADJ	jacobs-ladder-script
impossible	ADJ	jacobs-ladder-script
bedroom	ADJ	jacobs-ladder-script
awake	ADJ	jacobs-ladder-script
few	ADJ	jacobs-ladder-script
dazed	ADJ	jacobs-ladder-script
disgusted	ADJ	jacobs-ladder-script
large	ADJ	jacobs-ladder-script
little	ADJ	jacobs-ladder-script
weird	ADJ	jacobs-ladder-script
biblical	ADJ	jacobs-ladder-script
real	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
fantastic	ADJ	jacobs-ladder-script
real	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
wrong	ADJ	jacobs-ladder-script
own	ADJ	jacobs-ladder-script
unable	ADJ	jacobs-ladder-script
small	ADJ	jacobs-ladder-script
silent	ADJ	jacobs-ladder-script
cute	ADJ	jacobs-ladder-script
little	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
frozen	ADJ	jacobs-ladder-script
happy	ADJ	jacobs-ladder-script
unfocused	ADJ	jacobs-ladder-script
obscure	ADJ	jacobs-ladder-script
cute	ADJ	jacobs-ladder-script
much	ADJ	jacobs-ladder-script
amazing	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
final	ADJ	jacobs-ladder-script
several	ADJ	jacobs-ladder-script
third	ADJ	jacobs-ladder-script
cool	ADJ	jacobs-ladder-script
tiny	ADJ	jacobs-ladder-script
ready	ADJ	jacobs-ladder-script
postal	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
crowded	ADJ	jacobs-ladder-script
back	ADJ	jacobs-ladder-script
heavy	ADJ	jacobs-ladder-script
heavyset	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
cluttered	ADJ	jacobs-ladder-script
back	ADJ	jacobs-ladder-script
heavy	ADJ	jacobs-ladder-script
chinese	ADJ	jacobs-ladder-script
nice	ADJ	jacobs-ladder-script
wrong	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
lucky	ADJ	jacobs-ladder-script
terrifying	ADJ	jacobs-ladder-script
frightening	ADJ	jacobs-ladder-script
old	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
cold	ADJ	jacobs-ladder-script
alive	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
motionless	ADJ	jacobs-ladder-script
old	ADJ	jacobs-ladder-script
frightened	ADJ	jacobs-ladder-script
rear	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
34th	ADJ	jacobs-ladder-script
distracted	ADJ	jacobs-ladder-script
vast	ADJ	jacobs-ladder-script
left	ADJ	jacobs-ladder-script
several	ADJ	jacobs-ladder-script
french	ADJ	jacobs-ladder-script
conveyor	ADJ	jacobs-ladder-script
wrong	ADJ	jacobs-ladder-script
glad	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
padded	ADJ	jacobs-ladder-script
tense	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
left	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
absent	ADJ	jacobs-ladder-script
much	ADJ	jacobs-ladder-script
rapid	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
new	ADJ	jacobs-ladder-script
much	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
kind	ADJ	jacobs-ladder-script
same	ADJ	jacobs-ladder-script
small	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
strong	ADJ	jacobs-ladder-script
loud	ADJ	jacobs-ladder-script
alive	ADJ	jacobs-ladder-script
visible	ADJ	jacobs-ladder-script
deep	ADJ	jacobs-ladder-script
weird	ADJ	jacobs-ladder-script
overgrown	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
gray	ADJ	jacobs-ladder-script
gray	ADJ	jacobs-ladder-script
garish	ADJ	jacobs-ladder-script
inexpensive	ADJ	jacobs-ladder-script
tawdry	ADJ	jacobs-ladder-script
pathetic	ADJ	jacobs-ladder-script
few	ADJ	jacobs-ladder-script
blasphemous	ADJ	jacobs-ladder-script
local	ADJ	jacobs-ladder-script
sweet	ADJ	jacobs-ladder-script
cross	ADJ	jacobs-ladder-script
green	ADJ	jacobs-ladder-script
black	ADJ	jacobs-ladder-script
full	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
few	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
back	ADJ	jacobs-ladder-script
human	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
sensual	ADJ	jacobs-ladder-script
quiet	ADJ	jacobs-ladder-script
reflective	ADJ	jacobs-ladder-script
such	ADJ	jacobs-ladder-script
erotic	ADJ	jacobs-ladder-script
stimulating	ADJ	jacobs-ladder-script
nude	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
last	ADJ	jacobs-ladder-script
annoyed	ADJ	jacobs-ladder-script
closed	ADJ	jacobs-ladder-script
low	ADJ	jacobs-ladder-script
human	ADJ	jacobs-ladder-script
naked	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
naked	ADJ	jacobs-ladder-script
disinterested	ADJ	jacobs-ladder-script
least	ADJ	jacobs-ladder-script
least	ADJ	jacobs-ladder-script
fucking	ADJ	jacobs-ladder-script
early	ADJ	jacobs-ladder-script
tiny	ADJ	jacobs-ladder-script
vasuum	ADJ	jacobs-ladder-script
puffy	ADJ	jacobs-ladder-script
few	ADJ	jacobs-ladder-script
minf	ADJ	jacobs-ladder-script
main	ADJ	jacobs-ladder-script
new	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
out-	ADJ	jacobs-ladder-script
happy	ADJ	jacobs-ladder-script
several	ADJ	jacobs-ladder-script
sorry	ADJ	jacobs-ladder-script
ridiculous	ADJ	jacobs-ladder-script
fucking	ADJ	jacobs-ladder-script
psychiatric	ADJ	jacobs-ladder-script
social	ADJ	jacobs-ladder-script
glad	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
social	ADJ	jacobs-ladder-script
tiny	ADJ	jacobs-ladder-script
african	ADJ	jacobs-ladder-script
like	ADJ	jacobs-ladder-script
demonic	ADJ	jacobs-ladder-script
angry	ADJ	jacobs-ladder-script
interior	ADJ	jacobs-ladder-script
mental	ADJ	jacobs-ladder-script
specific	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
sorry	ADJ	jacobs-ladder-script
stunned	ADJ	jacobs-ladder-script
last	ADJ	jacobs-ladder-script
pale	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
frightened	ADJ	jacobs-ladder-script
confused	ADJ	jacobs-ladder-script
alright	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
loud	ADJ	jacobs-ladder-script
sly	ADJ	jacobs-ladder-script
crowded	ADJ	jacobs-ladder-script
small	ADJ	jacobs-ladder-script
bad	ADJ	jacobs-ladder-script
same	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
loud	ADJ	jacobs-ladder-script
insistent	ADJ	jacobs-ladder-script
several	ADJ	jacobs-ladder-script
attractive	ADJ	jacobs-ladder-script
black	ADJ	jacobs-ladder-script
fun	ADJ	jacobs-ladder-script
close	ADJ	jacobs-ladder-script
playful	ADJ	jacobs-ladder-script
serious	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
unusual	ADJ	jacobs-ladder-script
married	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
short	ADJ	jacobs-ladder-script
terrific	ADJ	jacobs-ladder-script
funny	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
loose	ADJ	jacobs-ladder-script
loose	ADJ	jacobs-ladder-script
strong	ADJ	jacobs-ladder-script
insistent	ADJ	jacobs-ladder-script
smokey	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
distorted	ADJ	jacobs-ladder-script
obvious	ADJ	jacobs-ladder-script
embarrassed	ADJ	jacobs-ladder-script
pained	ADJ	jacobs-ladder-script
unconvincing	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
distant	ADJ	jacobs-ladder-script
uncomfortable	ADJ	jacobs-ladder-script
shocked	ADJ	jacobs-ladder-script
several	ADJ	jacobs-ladder-script
pregnant	ADJ	jacobs-ladder-script
naked	ADJ	jacobs-ladder-script
next	ADJ	jacobs-ladder-script
terrifying	ADJ	jacobs-ladder-script
such	ADJ	jacobs-ladder-script
enormous	ADJ	jacobs-ladder-script
such	ADJ	jacobs-ladder-script
unearthly	ADJ	jacobs-ladder-script
smooth	ADJ	jacobs-ladder-script
sexy	ADJ	jacobs-ladder-script
loose	ADJ	jacobs-ladder-script
fitting	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
bony	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
wild	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
satisfied	ADJ	jacobs-ladder-script
obvious	ADJ	jacobs-ladder-script
own	ADJ	jacobs-ladder-script
confused	ADJ	jacobs-ladder-script
erotic	ADJ	jacobs-ladder-script
bizarre	ADJ	jacobs-ladder-script
horrible	ADJ	jacobs-ladder-script
winglike	ADJ	jacobs-ladder-script
primal	ADJ	jacobs-ladder-script
spiked	ADJ	jacobs-ladder-script
excited	ADJ	jacobs-ladder-script
perverse	ADJ	jacobs-ladder-script
corrupt	ADJ	jacobs-ladder-script
normal	ADJ	jacobs-ladder-script
spastic	ADJ	jacobs-ladder-script
delirious	ADJ	jacobs-ladder-script
desperate	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
bright	ADJ	jacobs-ladder-script
total	ADJ	jacobs-ladder-script
light	ADJ	jacobs-ladder-script
sparkling	ADJ	jacobs-ladder-script
exhilarating	ADJ	jacobs-ladder-script
dazzling	ADJ	jacobs-ladder-script
sensual	ADJ	jacobs-ladder-script
spectacular	ADJ	jacobs-ladder-script
compelling	ADJ	jacobs-ladder-script
insistent	ADJ	jacobs-ladder-script
heavy	ADJ	jacobs-ladder-script
intense	ADJ	jacobs-ladder-script
red	ADJ	jacobs-ladder-script
blue	ADJ	jacobs-ladder-script
thundering	ADJ	jacobs-ladder-script
fuckin	ADJ	jacobs-ladder-script
little	ADJ	jacobs-ladder-script
frightened	ADJ	jacobs-ladder-script
distorted	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
early	ADJ	jacobs-ladder-script
confused	ADJ	jacobs-ladder-script
annoyed	ADJ	jacobs-ladder-script
uncomfortable	ADJ	jacobs-ladder-script
dense	ADJ	jacobs-ladder-script
entire	ADJ	jacobs-ladder-script
convulsive	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
hot	ADJ	jacobs-ladder-script
sick	ADJ	jacobs-ladder-script
wild	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
confused	ADJ	jacobs-ladder-script
embarrassed	ADJ	jacobs-ladder-script
own	ADJ	jacobs-ladder-script
great	ADJ	jacobs-ladder-script
mortified	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
normal	ADJ	jacobs-ladder-script
many	ADJ	jacobs-ladder-script
tired	ADJ	jacobs-ladder-script
crazy	ADJ	jacobs-ladder-script
crazy	ADJ	jacobs-ladder-script
high	ADJ	jacobs-ladder-script
next	ADJ	jacobs-ladder-script
extra	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
confused	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
same	ADJ	jacobs-ladder-script
cold	ADJ	jacobs-ladder-script
red	ADJ	jacobs-ladder-script
hot	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
cold	ADJ	jacobs-ladder-script
bright	ADJ	jacobs-ladder-script
red	ADJ	jacobs-ladder-script
afraid	ADJ	jacobs-ladder-script
several	ADJ	jacobs-ladder-script
additional	ADJ	jacobs-ladder-script
cold	ADJ	jacobs-ladder-script
throbbing	ADJ	jacobs-ladder-script
hot	ADJ	jacobs-ladder-script
own	ADJ	jacobs-ladder-script
flat	ADJ	jacobs-ladder-script
red	ADJ	jacobs-ladder-script
hot	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
heavy	ADJ	jacobs-ladder-script
open	ADJ	jacobs-ladder-script
cold	ADJ	jacobs-ladder-script
fresh	ADJ	jacobs-ladder-script
loud	ADJ	jacobs-ladder-script
cold	ADJ	jacobs-ladder-script
fresh	ADJ	jacobs-ladder-script
healthy	ADJ	jacobs-ladder-script
healthy	ADJ	jacobs-ladder-script
healthy	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
real	ADJ	jacobs-ladder-script
beefy	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
musical	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
cold	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
low	ADJ	jacobs-ladder-script
top	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
deep	ADJ	jacobs-ladder-script
tiny	ADJ	jacobs-ladder-script
ajar	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
secure	ADJ	jacobs-ladder-script
comfortable	ADJ	jacobs-ladder-script
close	ADJ	jacobs-ladder-script
asleep	ADJ	jacobs-ladder-script
beautiful	ADJ	jacobs-ladder-script
pink	ADJ	jacobs-ladder-script
idyllic	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
metallic	ADJ	jacobs-ladder-script
heavy	ADJ	jacobs-ladder-script
tall	ADJ	jacobs-ladder-script
instant	ADJ	jacobs-ladder-script
idyllic	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
deafening	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
clear	ADJ	jacobs-ladder-script
gray	ADJ	jacobs-ladder-script
large	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
like	ADJ	jacobs-ladder-script
mumbling	ADJ	jacobs-ladder-script
distant	ADJ	jacobs-ladder-script
warm	ADJ	jacobs-ladder-script
familiar	ADJ	jacobs-ladder-script
total	ADJ	jacobs-ladder-script
lucky	ADJ	jacobs-ladder-script
lucky	ADJ	jacobs-ladder-script
high	ADJ	jacobs-ladder-script
blue	ADJ	jacobs-ladder-script
icy	ADJ	jacobs-ladder-script
low	ADJ	jacobs-ladder-script
aware	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
fine	ADJ	jacobs-ladder-script
lucky	ADJ	jacobs-ladder-script
crazy	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
weird	ADJ	jacobs-ladder-script
amazing	ADJ	jacobs-ladder-script
confused	ADJ	jacobs-ladder-script
unshaven	ADJ	jacobs-ladder-script
postal	ADJ	jacobs-ladder-script
healthy	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
winged	ADJ	jacobs-ladder-script
real	ADJ	jacobs-ladder-script
spindly	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
ancient	ADJ	jacobs-ladder-script
archaic	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
terrible	ADJ	jacobs-ladder-script
shocking	ADJ	jacobs-ladder-script
about	ADJ	jacobs-ladder-script
bottom	ADJ	jacobs-ladder-script
sorry	ADJ	jacobs-ladder-script
big	ADJ	jacobs-ladder-script
full	ADJ	jacobs-ladder-script
horny	ADJ	jacobs-ladder-script
little	ADJ	jacobs-ladder-script
unbelievable	ADJ	jacobs-ladder-script
next	ADJ	jacobs-ladder-script
real	ADJ	jacobs-ladder-script
goddamned	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
much	ADJ	jacobs-ladder-script
exciting	ADJ	jacobs-ladder-script
sick	ADJ	jacobs-ladder-script
elevated	ADJ	jacobs-ladder-script
terrific	ADJ	jacobs-ladder-script
lucky	ADJ	jacobs-ladder-script
many	ADJ	jacobs-ladder-script
fuckin	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
worth	ADJ	jacobs-ladder-script
many	ADJ	jacobs-ladder-script
rear	ADJ	jacobs-ladder-script
black	ADJ	jacobs-ladder-script
nervous	ADJ	jacobs-ladder-script
sure	ADJ	jacobs-ladder-script
wrong	ADJ	jacobs-ladder-script
rear	ADJ	jacobs-ladder-script
black	ADJ	jacobs-ladder-script
black	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
obscure	ADJ	jacobs-ladder-script
empty	ADJ	jacobs-ladder-script
intimate	ADJ	jacobs-ladder-script
tense	ADJ	jacobs-ladder-script
crazy	ADJ	jacobs-ladder-script
frightened	ADJ	jacobs-ladder-script
sure	ADJ	jacobs-ladder-script
fuckin	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
next	ADJ	jacobs-ladder-script
familiar	ADJ	jacobs-ladder-script
sorry	ADJ	jacobs-ladder-script
wild	ADJ	jacobs-ladder-script
scared	ADJ	jacobs-ladder-script
scared	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
terrified	ADJ	jacobs-ladder-script
grateful	ADJ	jacobs-ladder-script
few	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
only	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
small	ADJ	jacobs-ladder-script
crazy	ADJ	jacobs-ladder-script
stunned	ADJ	jacobs-ladder-script
same	ADJ	jacobs-ladder-script
big	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
next	ADJ	jacobs-ladder-script
rapt	ADJ	jacobs-ladder-script
afraid	ADJ	jacobs-ladder-script
different	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
dingy	ADJ	jacobs-ladder-script
cold	ADJ	jacobs-ladder-script
ludicrous	ADJ	jacobs-ladder-script
front	ADJ	jacobs-ladder-script
lucky	ADJ	jacobs-ladder-script
flat	ADJ	jacobs-ladder-script
left	ADJ	jacobs-ladder-script
sudden	ADJ	jacobs-ladder-script
arterial	ADJ	jacobs-ladder-script
unable	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
black	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
old	ADJ	jacobs-ladder-script
sad	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
narrow	ADJ	jacobs-ladder-script
old	ADJ	jacobs-ladder-script
small	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
semi	ADJ	jacobs-ladder-script
-	ADJ	jacobs-ladder-script
military	ADJ	jacobs-ladder-script
living	ADJ	jacobs-ladder-script
old	ADJ	jacobs-ladder-script
several	ADJ	jacobs-ladder-script
small	ADJ	jacobs-ladder-script
cold	ADJ	jacobs-ladder-script
lively	ADJ	jacobs-ladder-script
intimate	ADJ	jacobs-ladder-script
tired	ADJ	jacobs-ladder-script
electrical	ADJ	jacobs-ladder-script
upset	ADJ	jacobs-ladder-script
surprising	ADJ	jacobs-ladder-script
immediate	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
scared	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
spastic	ADJ	jacobs-ladder-script
uncomfortable	ADJ	jacobs-ladder-script
unpaved	ADJ	jacobs-ladder-script
gray	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
human	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
weird	ADJ	jacobs-ladder-script
weird	ADJ	jacobs-ladder-script
crazy	ADJ	jacobs-ladder-script
bad	ADJ	jacobs-ladder-script
worth	ADJ	jacobs-ladder-script
fucking	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
only	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
fucking	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
fucking	ADJ	jacobs-ladder-script
crazy	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
some-	ADJ	jacobs-ladder-script
only	ADJ	jacobs-ladder-script
well	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
fucking	ADJ	jacobs-ladder-script
paranoid	ADJ	jacobs-ladder-script
bad	ADJ	jacobs-ladder-script
such	ADJ	jacobs-ladder-script
plush	ADJ	jacobs-ladder-script
red	ADJ	jacobs-ladder-script
faced	ADJ	jacobs-ladder-script
empty	ADJ	jacobs-ladder-script
sorry	ADJ	jacobs-ladder-script
many	ADJ	jacobs-ladder-script
red	ADJ	jacobs-ladder-script
few	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
excited	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
great	ADJ	jacobs-ladder-script
generous	ADJ	jacobs-ladder-script
bad	ADJ	jacobs-ladder-script
confused	ADJ	jacobs-ladder-script
jubilant	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
black	ADJ	jacobs-ladder-script
wild	ADJ	jacobs-ladder-script
